1	14
2	5
3	9
4	2
5	12
6	6
7	6
8	11
9	6
10	13
11	13
12	12
13	15
14	10
15	13
16	7
17	12
18	14
19	9
20	7
21	10
22	15
23	9
24	17
25	13
26	6
27	11
28	7
29	12
30	11
31	6
32	9
33	6
16417	1
16418	1
34	8
35	8
36	14
37	9
38	8
39	4
40	8
41	6
42	10
43	5
44	5
45	11
16429	1
46	10
47	6
48	5
49	8
50	2
51	12
52	6
53	9
54	2
16439	1
55	12
56	14
57	3
16441	1
58	9
59	5
60	9
61	13
62	7
63	4
64	11
65	5
66	6
67	7
68	8
16452	1
69	14
70	9
71	7
72	6
73	5
74	7
75	9
76	13
77	4
16461	1
78	7
79	7
80	11
81	7
82	9
83	9
84	8
85	7
86	11
87	7
88	5
89	8
90	4
91	7
92	14
93	10
94	7
95	8
96	10
97	16
98	9
99	8
100	10
101	8
102	10
103	7
16487	1
104	9
105	7
106	9
107	11
108	7
109	17
110	18
111	7
112	8
113	11
114	9
115	11
116	19
117	7
118	8
119	10
120	7
121	14
122	8
123	13
16507	1
124	12
125	6
126	9
16510	2
127	16
128	11
16512	1
129	11
130	12
131	11
132	12
133	8
134	8
135	10
136	12
137	11
138	7
139	9
16523	1
140	8
141	15
142	13
143	9
144	8
145	14
146	10
147	14
148	14
149	9
150	15
151	10
152	10
153	10
16538	1
154	9
155	12
156	6
157	6
158	7
159	5
160	6
161	11
162	10
163	10
164	12
165	12
166	9
16550	1
167	15
168	10
169	7
170	10
171	13
172	5
173	7
16557	1
174	11
175	11
176	5
177	14
16561	1
178	10
179	10
180	12
181	13
182	10
183	5
184	8
185	9
186	9
187	8
188	11
189	11
190	13
191	9
192	7
16576	1
193	5
194	7
195	9
16579	1
196	7
197	10
198	7
199	10
200	13
201	8
202	20
203	10
204	11
205	12
206	13
207	13
208	12
209	12
210	9
211	10
212	13
213	13
214	10
215	9
216	6
217	13
218	9
219	11
220	8
221	14
222	10
223	12
224	8
225	10
226	7
227	15
228	11
229	12
230	13
231	6
232	9
16617	1
233	5
234	8
235	9
236	8
237	11
238	6
239	12
240	8
241	7
242	11
243	13
244	7
245	14
246	16
247	7
248	6
249	11
250	9
251	9
252	10
253	14
254	8
255	9
256	9
16641	1
257	12
258	6
259	10
260	13
261	9
262	12
263	8
264	5
265	5
266	14
267	9
268	13
269	8
270	8
271	8
272	12
16656	1
273	5
274	8
16659	1
275	9
276	8
277	8
278	15
279	9
280	8
281	12
282	13
283	4
284	9
285	8
286	10
287	15
288	10
289	9
290	6
291	15
292	14
293	11
294	10
295	11
296	9
297	7
298	14
299	7
300	16
301	8
302	7
303	13
304	13
305	8
306	10
307	12
308	11
309	5
310	8
311	8
312	14
313	12
314	13
315	11
316	10
317	6
318	8
319	8
320	12
16704	1
321	7
322	7
323	13
324	14
325	9
326	8
327	9
328	10
329	4
330	10
331	9
332	11
333	12
334	12
335	14
336	11
337	10
338	8
339	14
340	7
341	6
342	11
343	7
344	11
345	9
346	5
347	9
348	17
16732	1
349	10
350	4
351	10
352	14
353	8
16738	1
354	9
355	13
356	10
357	14
358	8
359	15
16743	1
360	4
361	10
362	11
16746	1
363	8
364	12
365	5
366	6
367	3
368	9
369	9
370	9
371	8
372	13
373	9
374	7
375	6
376	14
377	12
378	8
379	9
380	5
381	14
382	5
383	11
384	10
385	7
386	7
387	9
388	4
389	11
390	7
391	13
392	8
393	11
394	9
395	11
396	6
397	11
398	13
399	9
400	14
401	6
402	13
403	4
404	7
405	13
406	10
407	10
408	9
409	8
410	11
411	9
412	6
413	9
414	13
415	10
416	9
417	9
418	8
419	10
420	9
421	8
422	7
423	9
424	8
425	15
426	13
427	10
428	12
429	12
430	12
431	9
432	13
433	14
434	11
435	9
436	9
437	11
438	9
16822	1
439	7
440	9
441	12
442	13
443	16
444	9
445	10
446	8
447	9
448	9
449	14
450	11
451	14
452	8
453	9
454	7
455	8
456	10
457	5
458	9
459	14
460	10
461	10
462	7
463	8
464	11
465	8
466	8
467	6
468	9
469	9
470	6
471	10
472	13
473	13
474	10
475	11
476	5
477	14
478	5
479	5
480	10
481	9
482	11
483	4
484	11
485	5
486	12
487	4
488	15
489	7
490	13
491	8
492	5
493	10
494	14
495	9
496	7
497	8
498	12
499	7
500	8
501	8
502	4
503	12
504	11
505	9
506	13
507	6
508	6
509	6
510	10
511	10
512	3
513	10
514	12
515	8
516	7
517	4
518	10
519	11
16903	1
520	10
521	11
522	6
523	11
524	8
525	13
526	9
527	7
528	10
529	7
