1	91
2	49
3	43
4	32
5	32
6	25
7	40
8	27
9	37
10	41
11	35
12	37
13	36
16397	1
14	31
15	34
16	31
17	32
16401	1
18	23
19	27
20	28
21	24
22	33
16407	1
23	21
16408	1
24	18
25	25
26	23
16411	1
27	21
28	35
29	32
30	27
31	33
32	31
33	26
34	14
35	25
16419	1
36	32
37	34
38	26
39	26
16423	1
40	19
41	28
42	33
43	23
44	29
45	25
16429	2
46	17
16430	1
47	19
16431	1
48	23
49	16
50	23
16434	1
51	19
52	18
53	21
54	31
55	31
16439	1
56	23
57	25
58	21
59	30
60	14
61	27
16445	1
16446	1
62	22
16447	1
63	25
16448	2
64	24
65	29
66	21
67	28
68	20
69	23
70	21
71	24
72	13
73	21
74	22
75	25
16459	1
16460	2
76	23
77	22
78	16
16462	1
79	12
16463	1
80	20
16465	1
81	16
82	20
16466	1
83	25
84	19
85	13
86	16
16470	2
87	18
88	19
89	17
90	18
16474	1
91	16
16475	1
92	15
16476	1
93	15
16477	1
94	22
95	13
96	10
97	11
98	8
99	11
16483	1
100	11
101	7
102	10
103	11
104	8
105	10
106	9
16491	1
107	12
108	14
109	6
110	11
111	15
112	8
113	15
114	10
115	6
116	11
117	8
16501	1
118	10
119	8
120	8
16504	1
121	13
122	11
123	16
124	8
16508	1
125	12
16509	1
126	17
127	11
128	9
16512	1
129	10
130	13
131	11
132	8
133	11
134	5
135	5
16520	1
136	10
137	11
16521	1
138	13
16522	1
139	9
140	7
141	8
142	10
143	4
144	6
145	6
146	5
16530	1
147	7
148	5
149	3
150	5
151	10
152	1
153	16
154	5
16539	2
155	9
156	1
16540	1
157	7
16541	1
158	15
159	7
160	4
16544	1
161	10
162	5
163	4
164	9
165	14
166	9
16551	1
167	5
168	5
169	7
16554	1
170	11
171	8
172	4
173	6
174	5
175	7
176	5
177	4
178	4
179	6
180	13
16564	1
181	7
16565	1
182	15
183	9
184	6
16568	1
185	10
16569	1
186	7
187	7
188	7
189	6
190	8
191	6
192	5
16576	1
193	3
194	7
195	8
196	12
197	5
198	9
199	8
200	11
201	9
202	2
203	8
204	7
16588	1
205	8
206	7
207	8
208	4
209	14
16593	1
210	5
211	6
16595	1
16596	1
212	5
213	12
214	11
215	6
16599	1
216	7
217	5
218	4
219	7
16603	1
220	7
221	3
222	9
223	10
224	8
225	6
226	11
227	3
228	11
229	9
230	7
231	4
232	4
16616	1
233	7
234	4
235	6
236	4
237	5
16621	2
238	2
239	4
240	7
16624	1
241	5
242	14
16626	1
243	7
16628	1
244	7
245	4
246	3
247	6
248	7
249	5
250	13
251	6
252	5
253	6
254	3
255	6
256	6
257	9
258	8
259	8
260	13
16644	1
261	7
262	12
16646	1
263	13
264	9
265	7
266	10
267	4
268	3
269	5
270	8
271	8
272	8
273	9
274	8
275	4
276	6
16660	1
277	7
278	3
279	9
280	5
281	8
282	4
283	4
284	6
285	7
16669	1
286	8
16670	1
287	4
288	7
289	5
16673	1
290	7
16675	1
291	10
292	5
293	7
294	6
295	4
16679	1
296	8
297	4
298	5
299	5
300	8
301	8
302	4
303	5
304	7
16688	1
305	6
306	3
307	3
308	8
309	8
310	8
311	6
16695	1
312	7
313	10
314	6
315	13
316	5
317	7
16701	1
318	7
16702	1
319	7
320	9
16704	1
321	4
16705	1
322	4
323	9
16707	1
324	9
16708	1
325	9
16709	1
326	8
327	6
328	4
329	5
16714	2
330	5
331	5
332	3
333	7
334	6
335	4
336	5
337	2
338	4
339	6
340	6
341	6
342	8
16726	1
16727	1
343	8
344	9
345	6
346	5
347	6
348	6
349	6
350	8
351	4
352	6
353	3
354	8
355	3
356	4
357	5
358	6
16743	1
359	3
360	4
16745	1
361	2
362	2
363	7
364	3
16748	2
365	4
366	5
367	4
368	3
16752	1
369	8
370	2
371	6
372	2
373	8
374	3
375	3
376	6
377	5
378	3
16762	1
379	9
380	6
16764	1
381	5
382	5
383	6
384	3
385	4
386	2
387	6
16771	1
388	2
389	2
390	3
391	6
392	7
393	1
16778	1
394	7
395	5
396	7
397	1
398	6
399	4
16784	1
400	3
401	1
402	4
403	7
404	8
405	2
406	3
407	6
408	4
409	5
410	2
16794	1
411	8
412	5
16797	2
413	9
414	1
415	8
416	3
417	1
418	5
419	6
420	3
421	3
422	4
16806	1
423	1
16807	1
424	5
425	9
426	3
427	4
428	3
16813	1
429	4
430	5
431	3
432	5
16817	1
433	5
434	7
435	7
436	6
16820	1
437	7
438	6
16822	1
440	5
441	4
442	7
443	8
16827	1
444	4
445	7
446	7
447	4
448	8
449	5
16833	1
450	5
451	5
16835	1
452	8
453	9
454	8
16838	1
16839	2
455	5
456	9
16840	2
457	9
458	13
459	2
460	7
461	9
462	8
463	10
464	5
465	13
16849	1
466	5
467	6
468	10
469	10
16853	1
470	6
471	12
472	8
473	8
16857	1
474	7
475	6
476	10
477	11
478	7
479	9
480	13
16865	2
481	5
482	3
483	9
484	4
485	10
486	12
487	8
488	9
489	7
490	6
491	9
16875	1
492	9
493	16
494	7
495	7
496	11
497	9
498	6
16882	1
16883	1
499	7
16884	1
500	6
501	9
502	7
16886	1
503	4
504	7
505	12
506	10
507	5
508	16
509	12
510	2
511	13
512	10
513	7
16897	1
514	8
515	9
16899	1
516	8
517	11
518	4
16903	2
519	8
520	8
521	12
522	5
523	11
16907	1
524	10
525	8
526	8
527	8
528	5
529	7
530	13
16914	1
531	12
532	7
533	7
534	13
535	8
16919	1
536	10
537	9
538	6
539	6
540	17
16924	1
541	3
16925	1
542	9
543	2
544	10
545	15
546	5
547	6
548	12
549	8
16933	1
550	8
551	6
552	4
553	16
554	7
555	9
556	11
16940	1
557	7
558	11
559	8
560	9
561	10
562	8
16946	1
563	12
564	6
565	8
566	11
567	7
568	4
569	6
570	6
571	14
572	3
573	7
574	3
575	8
576	14
577	11
578	10
579	9
580	14
16964	1
581	5
16965	1
582	11
583	3
584	12
585	8
586	13
587	8
588	11
16972	1
589	4
590	5
591	11
592	10
593	8
594	9
595	8
596	7
597	14
598	8
599	5
600	6
601	6
602	14
603	3
604	1
605	9
606	8
607	12
608	11
16992	1
609	12
16993	1
610	8
16994	2
611	7
612	8
613	4
614	8
615	7
616	16
617	10
618	7
619	9
620	10
621	4
622	8
623	2
17007	1
624	13
625	9
17009	1
626	9
17010	1
627	9
628	8
629	6
17013	1
630	8
631	5
632	9
17016	1
633	8
634	9
635	5
636	6
637	6
638	12
17022	1
639	13
17023	1
640	10
641	5
642	5
643	7
644	9
645	7
646	8
647	4
648	14
649	9
650	7
651	4
652	8
653	10
17037	1
654	9
655	5
656	11
657	13
658	4
659	2
660	9
661	8
662	10
17046	1
663	10
664	7
665	6
666	10
667	11
668	5
669	12
670	4
671	8
17055	1
672	11
673	3
674	5
675	5
676	8
677	6
17061	1
678	9
17062	1
679	9
17064	1
680	5
681	11
682	9
683	7
684	15
17068	1
685	10
686	12
687	5
688	11
689	9
690	12
691	9
692	7
693	6
17077	1
694	2
695	17
696	10
697	7
17081	1
698	11
699	5
700	8
701	9
702	12
703	4
704	11
705	7
706	10
707	11
708	6
709	6
17093	1
710	4
711	11
17096	1
712	5
713	8
714	9
715	11
716	6
717	6
718	6
17102	1
719	10
17103	1
720	5
721	8
722	5
723	8
724	6
725	12
17109	1
726	4
727	7
728	7
729	7
730	7
731	8
732	13
733	14
734	7
735	7
736	3
737	10
738	5
17122	1
739	5
740	6
741	1
742	6
743	5
744	5
745	5
746	7
747	8
748	8
749	11
750	8
751	5
752	8
753	8
754	8
755	6
756	7
757	4
758	6
759	7
17143	1
760	10
761	8
762	4
763	9
764	6
765	4
766	5
767	9
768	11
769	8
17153	1
770	6
771	5
772	7
773	13
774	9
775	7
776	11
777	11
17161	1
778	9
17162	1
779	11
780	11
781	2
17165	1
782	3
17166	1
783	9
784	6
785	10
786	11
787	3
788	10
789	7
790	7
17174	1
791	4
792	4
793	4
794	7
795	8
17180	1
796	9
797	7
798	6
17182	1
799	5
800	4
801	8
802	8
803	10
804	10
805	5
806	7
17190	1
807	4
808	6
809	12
810	8
811	6
812	9
813	4
814	11
17199	1
815	5
816	10
817	4
818	8
819	7
17203	1
820	10
821	3
822	9
17206	1
823	5
824	9
825	11
826	3
827	7
828	8
829	7
830	7
17214	1
831	8
17215	1
832	8
833	6
834	11
835	8
836	7
837	6
838	5
17222	1
839	7
840	6
17225	1
841	9
842	4
843	10
844	5
845	10
846	12
847	4
848	8
17233	1
